Paper Title,Temperature,Temperature Unit,Pressure,Pressure Unit,CaCl2 Concentration,NaCl Concentration,KCl Concentration,MgCl2 Concentration,Concentration Unit,CO2 Solubility,Solubility Unit,Unconverged data (*)
Liu - 2021,298,kelvin,2.06703,MPa,0.045508245,0,0,0.053045952,mol/kg,0.612,mol/kg,
Liu - 2021,298,kelvin,4.13406,MPa,0.045508245,0,0,0.053045952,mol/kg,1.047,mol/kg,
Liu - 2021,298,kelvin,6.20109,MPa,0.045508245,0,0,0.053045952,mol/kg,1.314,mol/kg,
Liu - 2021,298,kelvin,8.26812,MPa,0.045508245,0,0,0.053045952,mol/kg,1.391,mol/kg,
Liu - 2021,298,kelvin,10.33515,MPa,0.045508245,0,0,0.053045952,mol/kg,1.432,mol/kg,
Liu - 2021,298,kelvin,13.7903325,MPa,0.045508245,0,0,0.053045952,mol/kg,1.473,mol/kg,
Liu - 2021,298,kelvin,15.8573625,MPa,0.045508245,0,0,0.053045952,mol/kg,1.501,mol/kg,*
Liu - 2021,298,kelvin,17.2353825,MPa,0.045508245,0,0,0.053045952,mol/kg,1.519,mol/kg,*
Liu - 2021,298,kelvin,19.3024125,MPa,0.045508245,0,0,0.053045952,mol/kg,1.544,mol/kg,
Liu - 2021,298,kelvin,0.101325,MPa,0.068608877,0,0,0.079972831,mol/kg,0.032,mol/kg,
Liu - 2021,298,kelvin,2.06703,MPa,0.068608877,0,0,0.079972831,mol/kg,0.612,mol/kg,
Liu - 2021,298,kelvin,4.13406,MPa,0.068608877,0,0,0.079972831,mol/kg,1.047,mol/kg,
Liu - 2021,298,kelvin,6.20109,MPa,0.068608877,0,0,0.079972831,mol/kg,1.314,mol/kg,
Liu - 2021,298,kelvin,8.26812,MPa,0.068608877,0,0,0.079972831,mol/kg,1.391,mol/kg,
Liu - 2021,298,kelvin,10.33515,MPa,0.068608877,0,0,0.079972831,mol/kg,1.432,mol/kg,
Liu - 2021,298,kelvin,13.7903325,MPa,0.068608877,0,0,0.079972831,mol/kg,1.473,mol/kg,
Liu - 2021,298,kelvin,15.8573625,MPa,0.068608877,0,0,0.079972831,mol/kg,1.485,mol/kg,*
Liu - 2021,298,kelvin,17.2353825,MPa,0.068608877,0,0,0.079972831,mol/kg,1.519,mol/kg,*
Liu - 2021,298,kelvin,19.3024125,MPa,0.068608877,0,0,0.079972831,mol/kg,1.527,mol/kg,
Liu - 2021,333,kelvin,2.06703,MPa,0.004509826,0,0,0.005256806,mol/kg,0.316,mol/kg,
Liu - 2021,333,kelvin,4.13406,MPa,0.004509826,0,0,0.005256806,mol/kg,0.513,mol/kg,
Liu - 2021,333,kelvin,6.20109,MPa,0.004509826,0,0,0.005256806,mol/kg,0.775,mol/kg,
Liu - 2021,333,kelvin,8.26812,MPa,0.004509826,0,0,0.005256806,mol/kg,1.011,mol/kg,
Liu - 2021,333,kelvin,10.33515,MPa,0.004509826,0,0,0.005256806,mol/kg,1.04,mol/kg,
Liu - 2021,333,kelvin,13.7903325,MPa,0.004509826,0,0,0.005256806,mol/kg,1.132,mol/kg,
Liu - 2021,333,kelvin,15.8573625,MPa,0.004509826,0,0,0.005256806,mol/kg,1.173,mol/kg,
Liu - 2021,333,kelvin,17.2353825,MPa,0.004509826,0,0,0.005256806,mol/kg,2.04,mol/kg,
Liu - 2021,333,kelvin,19.3024125,MPa,0.004509826,0,0,0.005256806,mol/kg,1.22,mol/kg,
Liu - 2021,333,kelvin,0.101325,MPa,0.045508245,0,0,0.053045952,mol/kg,0.011,mol/kg,
Liu - 2021,333,kelvin,2.06703,MPa,0.045508245,0,0,0.053045952,mol/kg,0.314,mol/kg,
Liu - 2021,333,kelvin,4.13406,MPa,0.045508245,0,0,0.053045952,mol/kg,0.5713,mol/kg,
Liu - 2021,333,kelvin,6.20109,MPa,0.045508245,0,0,0.053045952,mol/kg,0.773,mol/kg,
Liu - 2021,333,kelvin,8.26812,MPa,0.045508245,0,0,0.053045952,mol/kg,0.927,mol/kg,
Liu - 2021,333,kelvin,10.33515,MPa,0.045508245,0,0,0.053045952,mol/kg,1.037,mol/kg,
Liu - 2021,333,kelvin,13.7903325,MPa,0.045508245,0,0,0.053045952,mol/kg,1.151,mol/kg,
Liu - 2021,333,kelvin,15.8573625,MPa,0.045508245,0,0,0.053045952,mol/kg,1.171,mol/kg,
Liu - 2021,333,kelvin,17.2353825,MPa,0.045508245,0,0,0.053045952,mol/kg,1.19,mol/kg,
Liu - 2021,333,kelvin,19.3024125,MPa,0.045508245,0,0,0.053045952,mol/kg,1.218,mol/kg,
Liu - 2021,353,kelvin,2.06703,MPa,0.004509826,0,0,0.005256806,mol/kg,0.212,mol/kg,
Liu - 2021,353,kelvin,4.13406,MPa,0.004509826,0,0,0.005256806,mol/kg,0.457,mol/kg,
Liu - 2021,353,kelvin,6.20109,MPa,0.004509826,0,0,0.005256806,mol/kg,0.593,mol/kg,
Liu - 2021,353,kelvin,8.26812,MPa,0.004509826,0,0,0.005256806,mol/kg,0.7722,mol/kg,
Liu - 2021,353,kelvin,10.33515,MPa,0.004509826,0,0,0.005256806,mol/kg,0.8843,mol/kg,
Liu - 2021,353,kelvin,13.7903325,MPa,0.004509826,0,0,0.005256806,mol/kg,1.013,mol/kg,
Liu - 2021,353,kelvin,15.8573625,MPa,0.004509826,0,0,0.005256806,mol/kg,1.068,mol/kg,
Liu - 2021,353,kelvin,17.2353825,MPa,0.004509826,0,0,0.005256806,mol/kg,1.101,mol/kg,
Liu - 2021,353,kelvin,19.3024125,MPa,0.004509826,0,0,0.005256806,mol/kg,1.141,mol/kg,
Liu - 2021,353,kelvin,0.101325,MPa,0.045508245,0,0,0.053045952,mol/kg,0.008,mol/kg,
Liu - 2021,353,kelvin,2.06703,MPa,0.045508245,0,0,0.053045952,mol/kg,0.253,mol/kg,
Liu - 2021,353,kelvin,4.13406,MPa,0.045508245,0,0,0.053045952,mol/kg,0.5,mol/kg,
Liu - 2021,353,kelvin,6.20109,MPa,0.045508245,0,0,0.053045952,mol/kg,0.629,mol/kg,
Liu - 2021,353,kelvin,8.26812,MPa,0.045508245,0,0,0.053045952,mol/kg,0.788,mol/kg,
Liu - 2021,353,kelvin,10.33515,MPa,0.045508245,0,0,0.053045952,mol/kg,0.882,mol/kg,
Liu - 2021,353,kelvin,15.8573625,MPa,0.045508245,0,0,0.053045952,mol/kg,1.0056,mol/kg,
Liu - 2021,353,kelvin,17.2353825,MPa,0.045508245,0,0,0.053045952,mol/kg,1.097,mol/kg,
Liu - 2021,353,kelvin,19.3024125,MPa,0.045508245,0,0,0.053045952,mol/kg,1.138,mol/kg,
Liu - 2021,373,kelvin,2.06703,MPa,0.004509826,0,0,0.005256806,mol/kg,0.202,mol/kg,
Liu - 2021,373,kelvin,4.13406,MPa,0.004509826,0,0,0.005256806,mol/kg,0.389,mol/kg,
Liu - 2021,373,kelvin,6.20109,MPa,0.004509826,0,0,0.005256806,mol/kg,0.547,mol/kg,
Liu - 2021,373,kelvin,8.26812,MPa,0.004509826,0,0,0.005256806,mol/kg,0.671,mol/kg,
Liu - 2021,373,kelvin,10.33515,MPa,0.004509826,0,0,0.005256806,mol/kg,0.81,mol/kg,
Liu - 2021,373,kelvin,13.7903325,MPa,0.004509826,0,0,0.005256806,mol/kg,0.9376,mol/kg,
Liu - 2021,373,kelvin,15.8573625,MPa,0.004509826,0,0,0.005256806,mol/kg,1.003,mol/kg,
Liu - 2021,373,kelvin,17.2353825,MPa,0.004509826,0,0,0.005256806,mol/kg,1.043,mol/kg,
Liu - 2021,373,kelvin,19.3024125,MPa,0.004509826,0,0,0.005256806,mol/kg,1.095,mol/kg,
Liu - 2021,373,kelvin,2.06703,MPa,0.045508245,0,0,0.053045952,mol/kg,0.202,mol/kg,
Liu - 2021,373,kelvin,4.13406,MPa,0.045508245,0,0,0.053045952,mol/kg,0.398,mol/kg,
Liu - 2021,373,kelvin,6.20109,MPa,0.045508245,0,0,0.053045952,mol/kg,0.551,mol/kg,
Liu - 2021,373,kelvin,8.26812,MPa,0.045508245,0,0,0.053045952,mol/kg,0.6778,mol/kg,
Liu - 2021,373,kelvin,10.33515,MPa,0.045508245,0,0,0.053045952,mol/kg,0.792,mol/kg,
Liu - 2021,373,kelvin,13.7903325,MPa,0.045508245,0,0,0.053045952,mol/kg,0.9,mol/kg,
Liu - 2021,373,kelvin,15.8573625,MPa,0.045508245,0,0,0.053045952,mol/kg,1.006,mol/kg,
Liu - 2021,373,kelvin,17.2353825,MPa,0.045508245,0,0,0.053045952,mol/kg,1.037,mol/kg,
Liu - 2021,373,kelvin,19.3024125,MPa,0.045508245,0,0,0.053045952,mol/kg,1.086,mol/kg,
Cruz - 2020,323.15,kelvin,5.07,MPa,0,1,0,0,mol/kg,0.62,mol/kg,
Cruz - 2020,323.15,kelvin,10.05,MPa,0,1,0,0,mol/kg,0.91,mol/kg,
Cruz - 2020,323.15,kelvin,20.02,MPa,0,1,0,0,mol/kg,1.06,mol/kg,
Cruz - 2020,323.15,kelvin,29.99,MPa,0,1,0,0,mol/kg,1.13,mol/kg,
Cruz - 2020,323.15,kelvin,40.04,MPa,0,1,0,0,mol/kg,1.28,mol/kg,*
Cruz - 2020,323.15,kelvin,15.04,MPa,1,0,0,0,mol/kg,0.88,mol/kg,
Cruz - 2020,333.15,kelvin,6.01,MPa,0,1.2,0,0,mol/kg,0.62,mol/kg,
Cruz - 2020,333.15,kelvin,10.01,MPa,0,1.2,0,0,mol/kg,0.87,mol/kg,
Cruz - 2020,333.15,kelvin,20.01,MPa,0,1.2,0,0,mol/kg,1,mol/kg,
Cruz - 2020,333.15,kelvin,29.97,MPa,0,1.2,0,0,mol/kg,1.04,mol/kg,
Cruz - 2020,333.15,kelvin,39.97,MPa,0,1.2,0,0,mol/kg,1.13,mol/kg,
Cruz - 2020,333.15,kelvin,6.09,MPa,0.2,0,0,0,mol/kg,0.74,mol/kg,
Cruz - 2020,333.15,kelvin,10.5,MPa,0.2,0,0,0,mol/kg,1.01,mol/kg,
Cruz - 2020,333.15,kelvin,20.08,MPa,0.2,0,0,0,mol/kg,1.26,mol/kg,
Cruz - 2020,333.15,kelvin,30.06,MPa,0.2,0,0,0,mol/kg,1.33,mol/kg,
Cruz - 2020,333.15,kelvin,40.02,MPa,0.2,0,0,0,mol/kg,1.45,mol/kg,
Cruz - 2020,333.15,kelvin,6.06,MPa,0.2,1.2,0,0,mol/kg,0.58,mol/kg,
Cruz - 2020,333.15,kelvin,10.01,MPa,0.2,1.2,0,0,mol/kg,0.81,mol/kg,
Cruz - 2020,333.15,kelvin,20.07,MPa,0.2,1.2,0,0,mol/kg,0.97,mol/kg,
Cruz - 2020,333.15,kelvin,30.02,MPa,0.2,1.2,0,0,mol/kg,1.06,mol/kg,
Cruz - 2020,333.15,kelvin,40.05,MPa,0.2,1.2,0,0,mol/kg,1.14,mol/kg,
Cruz - 2020,453.15,kelvin,6.03,MPa,0.2,1.2,0,0,mol/kg,0.3,mol/kg,
Cruz - 2020,453.15,kelvin,10.08,MPa,0.2,1.2,0,0,mol/kg,0.52,mol/kg,
Cruz - 2020,453.15,kelvin,20.05,MPa,0.2,1.2,0,0,mol/kg,0.91,mol/kg,
Cruz - 2020,453.15,kelvin,30.04,MPa,0.2,1.2,0,0,mol/kg,1.21,mol/kg,
Cruz - 2020,453.15,kelvin,40.07,MPa,0.2,1.2,0,0,mol/kg,1.3,mol/kg,
Poulain - 2019,323,kelvin,1.01,MPa,0.2,1.2,0,0,mol/kg,0.1342,mol/kg,
Poulain - 2019,323,kelvin,2.01,MPa,0.2,1.2,0,0,mol/kg,0.257,mol/kg,
Poulain - 2019,323,kelvin,3.03,MPa,0.2,1.2,0,0,mol/kg,0.3773,mol/kg,
Poulain - 2019,323,kelvin,4.02,MPa,0.2,1.2,0,0,mol/kg,0.4905,mol/kg,
Poulain - 2019,323,kelvin,4.98,MPa,0.2,1.2,0,0,mol/kg,0.5783,mol/kg,
Poulain - 2019,323,kelvin,9.92,MPa,0.2,1.2,0,0,mol/kg,0.88,mol/kg,
Poulain - 2019,323,kelvin,15.03,MPa,0.2,1.2,0,0,mol/kg,0.9591,mol/kg,
Poulain - 2019,323,kelvin,19.93,MPa,0.2,1.2,0,0,mol/kg,1.0061,mol/kg,
Poulain - 2019,373,kelvin,1.05,MPa,0.2,1.2,0,0,mol/kg,0.074,mol/kg,
Poulain - 2019,373,kelvin,2.01,MPa,0.2,1.2,0,0,mol/kg,0.142,mol/kg,
Poulain - 2019,373,kelvin,3.02,MPa,0.2,1.2,0,0,mol/kg,0.2172,mol/kg,
Poulain - 2019,373,kelvin,4.02,MPa,0.2,1.2,0,0,mol/kg,0.2801,mol/kg,
Poulain - 2019,373,kelvin,5.09,MPa,0.2,1.2,0,0,mol/kg,0.3549,mol/kg,
Poulain - 2019,373,kelvin,10.04,MPa,0.2,1.2,0,0,mol/kg,0.6281,mol/kg,
Poulain - 2019,373,kelvin,15.1,MPa,0.2,1.2,0,0,mol/kg,0.8023,mol/kg,
Poulain - 2019,373,kelvin,19.91,MPa,0.2,1.2,0,0,mol/kg,0.871,mol/kg,
Poulain - 2019,423,kelvin,1.94,MPa,0.2,1.2,0,0,mol/kg,0.0925,mol/kg,
Poulain - 2019,423,kelvin,3.04,MPa,0.2,1.2,0,0,mol/kg,0.1566,mol/kg,
Poulain - 2019,423,kelvin,4.09,MPa,0.2,1.2,0,0,mol/kg,0.2287,mol/kg,
Poulain - 2019,423,kelvin,5.09,MPa,0.2,1.2,0,0,mol/kg,0.282,mol/kg,
Poulain - 2019,423,kelvin,10.08,MPa,0.2,1.2,0,0,mol/kg,0.525,mol/kg,
Poulain - 2019,423,kelvin,15.12,MPa,0.2,1.2,0,0,mol/kg,0.7208,mol/kg,
Poulain - 2019,423,kelvin,19.91,MPa,0.2,1.2,0,0,mol/kg,0.8694,mol/kg,
Poulain - 2019,323,kelvin,1,MPa,0.2,1.2,0.1,0,mol/kg,0.1305,mol/kg,
Poulain - 2019,323,kelvin,2.01,MPa,0.2,1.2,0.1,0,mol/kg,0.2667,mol/kg,
Poulain - 2019,323,kelvin,3.01,MPa,0.2,1.2,0.1,0,mol/kg,0.3758,mol/kg,
Poulain - 2019,323,kelvin,3.99,MPa,0.2,1.2,0.1,0,mol/kg,0.5003,mol/kg,
Poulain - 2019,323,kelvin,5,MPa,0.2,1.2,0.1,0,mol/kg,0.5865,mol/kg,
Poulain - 2019,323,kelvin,10.02,MPa,0.2,1.2,0.1,0,mol/kg,0.863,mol/kg,
Poulain - 2019,323,kelvin,15.03,MPa,0.2,1.2,0.1,0,mol/kg,0.9057,mol/kg,
Poulain - 2019,323,kelvin,19.97,MPa,0.2,1.2,0.1,0,mol/kg,0.9851,mol/kg,
Poulain - 2019,373,kelvin,1.03,MPa,0.2,1.2,0.1,0,mol/kg,0.0696,mol/kg,
Poulain - 2019,373,kelvin,2.05,MPa,0.2,1.2,0.1,0,mol/kg,0.1511,mol/kg,
Poulain - 2019,373,kelvin,3.02,MPa,0.2,1.2,0.1,0,mol/kg,0.2156,mol/kg,
Poulain - 2019,373,kelvin,4.04,MPa,0.2,1.2,0.1,0,mol/kg,0.284,mol/kg,
Poulain - 2019,373,kelvin,5.09,MPa,0.2,1.2,0.1,0,mol/kg,0.3523,mol/kg,
Poulain - 2019,373,kelvin,10.09,MPa,0.2,1.2,0.1,0,mol/kg,0.6036,mol/kg,
Poulain - 2019,373,kelvin,15.09,MPa,0.2,1.2,0.1,0,mol/kg,0.7739,mol/kg,
Poulain - 2019,373,kelvin,19.91,MPa,0.2,1.2,0.1,0,mol/kg,0.864,mol/kg,
Poulain - 2019,423,kelvin,2,MPa,0.2,1.2,0.1,0,mol/kg,0.0966,mol/kg,
Poulain - 2019,423,kelvin,3.01,MPa,0.2,1.2,0.1,0,mol/kg,0.1595,mol/kg,
Poulain - 2019,423,kelvin,4.05,MPa,0.2,1.2,0.1,0,mol/kg,0.2199,mol/kg,
Poulain - 2019,423,kelvin,5.12,MPa,0.2,1.2,0.1,0,mol/kg,0.2804,mol/kg,
Poulain - 2019,423,kelvin,10.08,MPa,0.2,1.2,0.1,0,mol/kg,0.5204,mol/kg,
Poulain - 2019,423,kelvin,15.02,MPa,0.2,1.2,0.1,0,mol/kg,0.7152,mol/kg,
Poulain - 2019,423,kelvin,19.92,MPa,0.2,1.2,0.1,0,mol/kg,0.8517,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,0.19148,0,0,0,mol/kg,0.03151,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,0.29234,0,0,0,mol/kg,0.030044,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,0.41346,0,0,0,mol/kg,0.028438,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,0.55486,0,0,0,mol/kg,0.026971,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,0.83764,0,0,0,mol/kg,0.023968,mol/kg,
Shi - 2017 - Onda,298.15,kelvin,0.101,MPa,1.2723,0,0,0,mol/kg,0.020752,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,1.4643,0,0,0,mol/kg,0.019214,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,0.24191,0,0,0,mol/kg,0.030742,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,0.57512,0,0,0,mol/kg,0.026971,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,0.92851,0,0,0,mol/kg,0.022781,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,1.2923,0,0,0,mol/kg,0.019985,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,1.6766,0,0,0,mol/kg,0.017676,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,2.1417,0,0,0,mol/kg,0.014599,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,2.5769,0,0,0,mol/kg,0.013056,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,3.0525,0,0,0,mol/kg,0.01234,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,3.9028,0,0,0,mol/kg,0.0091954,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,4.3079,0,0,0,mol/kg,0.0085598,mol/kg,
Shi - 2017 - Yasunishi,298.15,kelvin,0.101,MPa,5.3005,0,0,0,mol/kg,0.008052,mol/kg,
Messabeb - 2017,323.15,kelvin,5.07,MPa,1,0,0,0,mol/kg,0.568,mol/kg,
Messabeb - 2017,323.15,kelvin,10,MPa,1,0,0,0,mol/kg,0.829,mol/kg,
Messabeb - 2017,323.15,kelvin,15.01,MPa,1,0,0,0,mol/kg,0.885,mol/kg,
Messabeb - 2017,323.15,kelvin,19.98,MPa,1,0,0,0,mol/kg,0.914,mol/kg,
Messabeb - 2017,323.15,kelvin,5.09,MPa,3,0,0,0,mol/kg,0.29,mol/kg,
Messabeb - 2017,323.15,kelvin,10.05,MPa,3,0,0,0,mol/kg,0.429,mol/kg,
Messabeb - 2017,323.15,kelvin,15.02,MPa,3,0,0,0,mol/kg,0.469,mol/kg,
Messabeb - 2017,323.15,kelvin,19.89,MPa,3,0,0,0,mol/kg,0.498,mol/kg,
Messabeb - 2017,323.15,kelvin,5.09,MPa,6,0,0,0,mol/kg,0.172,mol/kg,
Messabeb - 2017,323.15,kelvin,10.08,MPa,6,0,0,0,mol/kg,0.227,mol/kg,
Messabeb - 2017,323.15,kelvin,14.98,MPa,6,0,0,0,mol/kg,0.247,mol/kg,
Messabeb - 2017,323.15,kelvin,19.95,MPa,6,0,0,0,mol/kg,0.252,mol/kg,
Messabeb - 2017,373.15,kelvin,5.16,MPa,1,0,0,0,mol/kg,0.337,mol/kg,
Messabeb - 2017,373.15,kelvin,10.27,MPa,1,0,0,0,mol/kg,0.568,mol/kg,
Messabeb - 2017,373.15,kelvin,15.17,MPa,1,0,0,0,mol/kg,0.715,mol/kg,
Messabeb - 2017,373.15,kelvin,20.04,MPa,1,0,0,0,mol/kg,0.816,mol/kg,
Messabeb - 2017,373.15,kelvin,5.04,MPa,3,0,0,0,mol/kg,0.191,mol/kg,
Messabeb - 2017,373.15,kelvin,10.04,MPa,3,0,0,0,mol/kg,0.32,mol/kg,
Messabeb - 2017,373.15,kelvin,15.02,MPa,3,0,0,0,mol/kg,0.387,mol/kg,
Messabeb - 2017,373.15,kelvin,20.01,MPa,3,0,0,0,mol/kg,0.437,mol/kg,
Messabeb - 2017,373.15,kelvin,5.24,MPa,6,0,0,0,mol/kg,0.108,mol/kg,
Messabeb - 2017,373.15,kelvin,10.1,MPa,6,0,0,0,mol/kg,0.171,mol/kg,
Messabeb - 2017,373.15,kelvin,15,MPa,6,0,0,0,mol/kg,0.211,mol/kg,
Messabeb - 2017,373.15,kelvin,19.91,MPa,6,0,0,0,mol/kg,0.239,mol/kg,
Messabeb - 2017,423.15,kelvin,5.13,MPa,1,0,0,0,mol/kg,0.26,mol/kg,
Messabeb - 2017,423.15,kelvin,10.18,MPa,1,0,0,0,mol/kg,0.495,mol/kg,
Messabeb - 2017,423.15,kelvin,15.12,MPa,1,0,0,0,mol/kg,0.658,mol/kg,
Messabeb - 2017,423.15,kelvin,19.96,MPa,1,0,0,0,mol/kg,0.772,mol/kg,
Messabeb - 2017,423.15,kelvin,5.13,MPa,3,0,0,0,mol/kg,0.14,mol/kg,
Messabeb - 2017,423.15,kelvin,10.27,MPa,3,0,0,0,mol/kg,0.262,mol/kg,
Messabeb - 2017,423.15,kelvin,15.12,MPa,3,0,0,0,mol/kg,0.348,mol/kg,
Messabeb - 2017,423.15,kelvin,19.96,MPa,3,0,0,0,mol/kg,0.41,mol/kg,
Messabeb - 2017,423.15,kelvin,5.1,MPa,6,0,0,0,mol/kg,0.087,mol/kg,
Messabeb - 2017,423.15,kelvin,10.48,MPa,6,0,0,0,mol/kg,0.139,mol/kg,
Messabeb - 2017,423.15,kelvin,15.29,MPa,6,0,0,0,mol/kg,0.18,mol/kg,
Messabeb - 2017,423.15,kelvin,19.86,MPa,6,0,0,0,mol/kg,0.207,mol/kg,
Jacob - 2016,297,kelvin,12.4,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.94,mol/kg,
Jacob - 2016,297,kelvin,12.06,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.95,mol/kg,
Jacob - 2016,297,kelvin,11.71,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1.01,mol/kg,
Jacob - 2016,297,kelvin,11.2,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1.01,mol/kg,
Jacob - 2016,297,kelvin,9.27,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1,mol/kg,
Jacob - 2016,297,kelvin,8.96,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.98,mol/kg,
Jacob - 2016,297,kelvin,8.34,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.98,mol/kg,
Jacob - 2016,297,kelvin,7.75,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.98,mol/kg,
Jacob - 2016,297,kelvin,7.03,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.99,mol/kg,
Jacob - 2016,297,kelvin,7.03,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1.03,mol/kg,
Jacob - 2016,297,kelvin,6.75,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1.01,mol/kg,
Jacob - 2016,297,kelvin,6.61,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1,mol/kg,
Jacob - 2016,297,kelvin,6.58,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1,mol/kg,
Jacob - 2016,297,kelvin,6.37,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1,mol/kg,
Jacob - 2016,297,kelvin,6.27,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.98,mol/kg,
Jacob - 2016,297,kelvin,6.1,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,1,mol/kg,
Jacob - 2016,297,kelvin,5.51,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.97,mol/kg,
Jacob - 2016,297,kelvin,5.44,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.9,mol/kg,
Jacob - 2016,297,kelvin,4.86,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.93,mol/kg,
Jacob - 2016,297,kelvin,4.82,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.73,mol/kg,
Jacob - 2016,297,kelvin,4.62,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.77,mol/kg,
Jacob - 2016,297,kelvin,4.55,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.72,mol/kg,
Jacob - 2016,297,kelvin,4.17,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.72,mol/kg,
Jacob - 2016,297,kelvin,3.96,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.77,mol/kg,
Jacob - 2016,297,kelvin,3.45,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.75,mol/kg,
Jacob - 2016,297,kelvin,3.45,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.74,mol/kg,
Jacob - 2016,297,kelvin,2.76,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.65,mol/kg,
Jacob - 2016,297,kelvin,2.76,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.66,mol/kg,
Jacob - 2016,297,kelvin,2.07,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.53,mol/kg,
Jacob - 2016,297,kelvin,2.05,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.53,mol/kg,
Jacob - 2016,297,kelvin,1.41,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.47,mol/kg,
Jacob - 2016,297,kelvin,1.38,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.41,mol/kg,
Jacob - 2016,297,kelvin,0.69,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.3,mol/kg,
Jacob - 2016,297,kelvin,0.69,MPa,0.254640476,1.047399042,0.035412475,0.04589854,mol/kg,0.29,mol/kg,
Jacob - 2016,297,kelvin,14.12,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.9,mol/kg,
Jacob - 2016,297,kelvin,13.09,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.92,mol/kg,*
Jacob - 2016,297,kelvin,12.82,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.9,mol/kg,
Jacob - 2016,297,kelvin,11.2,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,9.99,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,9.3,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.87,mol/kg,
Jacob - 2016,297,kelvin,8.1,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,1.02,mol/kg,
Jacob - 2016,297,kelvin,8.1,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.89,mol/kg,
